song_id,title,artist,mood,time_of_day,activity,youtube_link
222,"""She Got It""",2 Pistols featuring T-Pain and Tay Dizm,Joyful,afternoon,journaling,https://www.youtube.com/watch?v=XDyf1D8vrHQ
223,"""Don't Wanna Know""",Maroon 5 featuring Kendrick Lamar,Excited,morning,date,https://www.youtube.com/watch?v=OxPv8mSTv9U
224,"""7 Years""",Lukas Graham,Romantic,evening,cooking,https://www.youtube.com/watch?v=LHCob76kigA
225,"""Big Green Tractor""",Jason Aldean,Cathartic,night,date,https://www.youtube.com/watch?v=rv8agst9o_0
226,"""Sucker""",Jonas Brothers,Calm,morning,reflecting,https://www.youtube.com/watch?v=CnAmeh0-E-U
227,"""Survivor""",Destiny's Child,Comforting,afternoon,exercising,https://www.youtube.com/watch?v=Wmc8bQoL-J0
228,"""Crazy in Love""",Beyoncé featuring Jay-Z,Melancholic,afternoon,date,https://www.youtube.com/watch?v=ViwtNLUqkMY
229,"""Late Night Talking""",Harry Styles,Excited,evening,exercising,https://www.youtube.com/watch?v=4VaqA-5aQTM
230,"""How We Do""",The Game featuring 50 Cent,Mysterious,night,cooking,https://www.youtube.com/watch?v=PH34kMOjmQk
231,"""(When You Gonna) Give It Up to Me""",Sean Paul featuring Keyshia Cole,Excited,morning,relaxing,https://www.youtube.com/watch?v=bMoNV9oWs2E
232,"""Bulletproof""",La Roux,Romantic,morning,reflecting,https://www.youtube.com/watch?v=Kk8eJh4i8Lo
233,"""Lean On""",Major Lazer and DJ Snake featuring MØ,Empowering,morning,cooking,https://www.youtube.com/watch?v=YqeW9_5kURI
234,"""Envy Me""",Calboy,Calm,afternoon,relaxing,https://www.youtube.com/watch?v=FhPvceQcfzE
235,"""Save Me""",Jelly Roll featuring Lainey Wilson,Mysterious,evening,journaling,https://www.youtube.com/watch?v=7_eXiEbx1e0
236,"""Angel""",Shaggy featuring Rayvon,Joyful,evening,exercising,https://www.youtube.com/watch?v=XWJrPzAUzAs
237,"""This Love""",Maroon 5,Calm,night,date,https://www.youtube.com/watch?v=XPpTgCho5ZA
238,"""How to Save a Life""",The Fray,Romantic,afternoon,commuting,https://www.youtube.com/watch?v=cjVQ36NhbMk
239,"""Taki Taki""","DJ Snake featuring Selena Gomez, Ozuna and Cardi B",Calm,afternoon,commuting,https://www.youtube.com/watch?v=ixkoVwKQaJg
240,"""Chemical""",Post Malone,Melancholic,morning,date,https://www.youtube.com/watch?v=IzPQ_jA00bk
241,"""Can't Stop, Won't Stop""",Young Gunz,Empowering,afternoon,cooking,https://www.youtube.com/watch?v=xkU9oVGr1KE
242,"""Girl Crush""",Little Big Town,Nostalgic,morning,commuting,https://www.youtube.com/watch?v=JYZMT8otKdI
243,"""Both""",Gucci Mane featuring Drake,Nostalgic,morning,journaling,https://www.youtube.com/watch?v=eu1AHz4MV2g
244,"""Lovin on Me""",Jack Harlow,Empowering,night,journaling,https://www.youtube.com/watch?v=Iq8h3GEe22o
245,"""Lemon""",N.E.R.D and Rihanna,Mysterious,night,date,https://www.youtube.com/watch?v=L_u97PqWX6g
246,"""Truth Is""",Fantasia,Romantic,night,journaling,https://www.youtube.com/watch?v=e265_NvKvRQ
247,"""Collide""",Howie Day,Nostalgic,afternoon,exercising,https://www.youtube.com/watch?v=ca9ub9rpNK4
248,"""Wockesha""",Moneybagg Yo,Comforting,morning,date,https://www.youtube.com/watch?v=6bN45f9NjlA
249,"""Speechless""",Dan + Shay,Empowering,evening,relaxing,https://www.youtube.com/watch?v=7UoP9ABJXGE
250,"""What's Left of Me""",Nick Lachey,Empowering,morning,commuting,https://www.youtube.com/watch?v=899a8WlVpNk
251,"""Love""",Keyshia Cole,Romantic,evening,date,https://www.youtube.com/watch?v=YKuHdOxj46I
252,"""Game Over (Flip)""",Lil' Flip,Nostalgic,morning,cooking,https://www.youtube.com/watch?v=Jir-7B3vkmQ
253,"""Roses""",The Chainsmokers featuring Rozes,Joyful,morning,relaxing,https://www.youtube.com/watch?v=mBZdHuZCfic
254,"""Yoü and I""",Lady Gaga,Excited,morning,date,https://www.youtube.com/watch?v=X9YMU0WeBwU
255,"""Into You""",Ariana Grande,Excited,evening,date,https://www.youtube.com/watch?v=1ekZEVeXwek
256,"""Just Wanna Rock""",Lil Uzi Vert,Excited,evening,reflecting,https://www.youtube.com/watch?v=UhbixyxgsiU
257,"""Eyes on You""",Chase Rice,Empowering,afternoon,commuting,https://www.youtube.com/watch?v=VkloKZmQ3o4
258,"""Say Hey (I Love You)""",Michael Franti & Spearhead featuring Cherine Anderson,Mysterious,morning,journaling,https://www.youtube.com/watch?v=LYTBok8Ol7k
259,"""Now or Never""",Halsey,Mysterious,evening,journaling,https://www.youtube.com/watch?v=Q9jNSwmEQ3s
260,"""Cake by the Ocean""",DNCE,Excited,night,relaxing,https://www.youtube.com/watch?v=vWaRiD5ym74
261,"""Get Like Me""",David Banner featuring Chris Brown and Yung Joc,Cathartic,evening,cooking,https://www.youtube.com/watch?v=LPz7LCybSNk
262,"""I Know You Want Me (Calle Ocho)""",Pitbull,Mysterious,morning,reflecting,https://www.youtube.com/watch?v=hFoxg4IFtqc
263,"""Standing Still""",Jewel,Mysterious,night,date,https://www.youtube.com/watch?v=W3WMMwlHgZI
264,"""In My Head""",Jason Derulo,Comforting,evening,date,https://www.youtube.com/watch?v=UyG1FG3H6rY
265,"""Down""",Jay Sean featuring Lil Wayne,Comforting,night,exercising,https://www.youtube.com/watch?v=oUbpGmR1-QM
266,"""Rockstar""",DaBaby featuring Roddy Ricch,Joyful,night,reflecting,https://www.youtube.com/watch?v=83xBPCw5hh4
267,"""Me!""",Taylor Swift featuring Brendon Urie,Empowering,morning,journaling,https://www.youtube.com/watch?v=FuXNumBwDOM
268,"""I'm Upset""",Drake,Mysterious,evening,date,https://www.youtube.com/watch?v=rIhx2wZ8jnA
269,"""Rude Boy""",Rihanna,Excited,evening,cooking,https://www.youtube.com/watch?v=e82VE8UtW8A
270,"""Over My Head (Cable Car)""",The Fray,Comforting,night,commuting,https://www.youtube.com/watch?v=fFRkpvvop3I
271,"""Not Like Us""",Kendrick Lamar,Excited,evening,exercising,https://www.youtube.com/watch?v=H58vbez_m4E
272,"""Believe Me""",Lil Wayne featuring Drake,Romantic,night,date,https://www.youtube.com/watch?v=JSOo4ULWYOA
273,"""I Wish""",Carl Thomas,Melancholic,morning,relaxing,https://www.youtube.com/watch?v=9fQwrkTktug
274,"""Get Low""",Lil Jon & The East Side Boyz featuring Ying Yang Twins,Empowering,afternoon,exercising,https://www.youtube.com/watch?v=IYH7_GzP4Tg
275,"""How to Love""",Lil Wayne,Mysterious,evening,exercising,https://www.youtube.com/watch?v=y8Gf4-eT3w0
276,"""Hold On, We're Going Home""",Drake featuring Majid Jordan,Melancholic,morning,journaling,https://www.youtube.com/watch?v=GxgqpCdOKak
277,"""Shut Up and Dance""",Walk the Moon,Excited,evening,exercising,https://www.youtube.com/watch?v=6JCLY0Rlx6Q
278,"""Sorry Not Sorry""",Demi Lovato,Empowering,morning,commuting,https://www.youtube.com/watch?v=-MsvER1dpjM
279,"""Bad Habits""",Ed Sheeran,Excited,afternoon,date,https://www.youtube.com/watch?v=orJSJGHjBLI
280,"""How You Gonna Act Like That""",Tyrese,Nostalgic,evening,journaling,https://www.youtube.com/watch?v=y3HbIHGnSR4
281,"""Me & U""",Cassie,Comforting,night,exercising,https://www.youtube.com/watch?v=zVJ5gsLeCSM
282,"""U Should've Known Better""",Monica,Excited,morning,relaxing,https://www.youtube.com/watch?v=daPJTxuY7G8
283,"""What I've Done""",Linkin Park,Joyful,morning,journaling,https://www.youtube.com/watch?v=8sgycukafqQ
284,"""Tunnel Vision""",Kodak Black,Nostalgic,afternoon,commuting,https://www.youtube.com/watch?v=JzSUgOmP66Q
285,"""P.I.M.P.""",50 Cent,Nostalgic,afternoon,cooking,https://www.youtube.com/watch?v=UDApZhXTpH8
286,"""Real Good Man""",Tim McGraw,Joyful,evening,exercising,https://www.youtube.com/watch?v=6NnmQuT3uNo
287,"""Get It On Tonite""",Montell Jordan,Mysterious,afternoon,date,https://www.youtube.com/watch?v=k_C_nhzdNFI
288,"""Telephone""",Lady Gaga featuring Beyoncé,Comforting,evening,exercising,https://www.youtube.com/watch?v=EVBsypHzF3U
289,"""A Thousand Miles""",Vanessa Carlton,Cathartic,evening,date,https://www.youtube.com/watch?v=Cwkej79U3ek
290,"""Desert Rose""",Sting featuring Cheb Mami,Calm,night,relaxing,https://www.youtube.com/watch?v=C3lWwBslWqg
291,"""Livin' It Up""",Ja Rule featuring Case,Melancholic,afternoon,exercising,https://www.youtube.com/watch?v=SFMy2NuOVic
292,"""Baby Boy""",Beyoncé featuring Sean Paul,Cathartic,night,cooking,https://www.youtube.com/watch?v=8ucz_pm3LX8
293,"""Leave (Get Out)""",JoJo,Comforting,night,exercising,https://www.youtube.com/watch?v=PLhphe6dC60
294,"""Got Money""",Lil Wayne featuring T-Pain,Calm,evening,exercising,https://www.youtube.com/watch?v=1ohYsK5Y8Dc
295,"""New Flame""",Chris Brown featuring Usher and Rick Ross,Romantic,morning,reflecting,https://www.youtube.com/watch?v=HwctEiWLe84
296,"""FourFiveSeconds""","Rihanna, Kanye West and Paul McCartney",Empowering,afternoon,cooking,https://www.youtube.com/watch?v=kt0g4dWxEBo
297,"""Mine""",Taylor Swift,Nostalgic,afternoon,relaxing,https://www.youtube.com/watch?v=XPBwXKgDTdE
298,"""Case of the Ex (Whatcha Gonna Do)""",Mýa,Excited,evening,cooking,https://www.youtube.com/watch?v=0sq14JocSAs
299,"""Rain on Me""",Ashanti,Comforting,evening,journaling,https://www.youtube.com/watch?v=UxP9-4xu5L8
300,"""What You Know Bout Love""",Pop Smoke,Mysterious,night,date,https://www.youtube.com/watch?v=uuodbSVO3z0
301,"""Princess Diana""",Ice Spice and Nicki Minaj,Empowering,morning,relaxing,https://www.youtube.com/watch?v=gMq-I0dejjE
302,"""Trouble with a Heartbreak""",Jason Aldean,Melancholic,night,date,https://www.youtube.com/watch?v=TAtWP5Mct5I
303,"""Obsession (No Es Amor)""",Frankie J featuring Baby Bash,Mysterious,evening,reflecting,https://www.youtube.com/watch?v=hY73MQOpg-0
304,"""Goosebumps""",Travis Scott,Cathartic,morning,reflecting,https://www.youtube.com/watch?v=Dst9gZkq1a8
305,"""For the First Time""",The Script,Excited,evening,reflecting,https://www.youtube.com/watch?v=CPEBN2dVNUY
306,"""SOS""",Rihanna,Joyful,morning,reflecting,https://www.youtube.com/watch?v=IXmF4GbA86E
307,"""Break Your Heart""",Taio Cruz featuring Ludacris,Romantic,afternoon,cooking,https://www.youtube.com/watch?v=y_SI2EDM6Lo
308,"""I Ain't Worried""",OneRepublic,Calm,morning,reflecting,https://www.youtube.com/watch?v=mNEUkkoUoIA
309,"""Cold Water""",Major Lazer featuring Justin Bieber and MØ,Melancholic,morning,journaling,https://www.youtube.com/watch?v=nBtDsQ4fhXY
310,"""Underneath Your Clothes""",Shakira,Romantic,night,relaxing,https://www.youtube.com/watch?v=uwBwKcQ1k84
311,"""The Time of My Life""",David Cook,Melancholic,evening,date,https://www.youtube.com/watch?v=dNQrMuL54aQ
312,"""The Bones""",Maren Morris,Cathartic,evening,date,https://www.youtube.com/watch?v=gvPMVKUI9go
313,"""Paris""",The Chainsmokers,Excited,morning,reflecting,https://www.youtube.com/watch?v=RhU9MZ98jxo
314,"""Don't Tell 'Em""",Jeremih featuring YG,Joyful,evening,reflecting,https://www.youtube.com/watch?v=MqyCoAgiGnI
315,"""Bye Bye Bye""",NSYNC,Empowering,evening,relaxing,https://www.youtube.com/watch?v=Eo-KmOd3i7s
316,"""It's My Life""",No Doubt,Calm,evening,relaxing,https://www.youtube.com/watch?v=ubvV498pyIM
317,"""Save Your Tears""",The Weeknd and Ariana Grande,Cathartic,morning,commuting,https://www.youtube.com/watch?v=s37x2VSZrLw
318,"""Lose You to Love Me""",Selena Gomez,Empowering,morning,exercising,https://www.youtube.com/watch?v=zlJDTxahav0
319,"""The Woo""",Pop Smoke featuring 50 Cent and Roddy Ricch,Cathartic,afternoon,commuting,https://www.youtube.com/watch?v=G6XthQpk8uk
320,"""Temperature""",Sean Paul,Romantic,afternoon,relaxing,https://www.youtube.com/watch?v=dW2MmuA1nI4
321,"""21 Guns""",Green Day,Romantic,evening,date,https://www.youtube.com/watch?v=r00ikilDxW4
322,"""Sugar""",Flo Rida featuring Wynter,Comforting,afternoon,reflecting,https://www.youtube.com/watch?v=n6cv1gdvsLo
323,"""Ride""",Twenty One Pilots,Comforting,evening,relaxing,https://www.youtube.com/watch?v=Pw-0pbY9JeU
324,"""Pumped Up Kicks""",Foster the People,Excited,night,relaxing,https://www.youtube.com/watch?v=SDTZ7iX4vTQ
325,"""Is It Over Now?""",Taylor Swift,Melancholic,evening,journaling,https://www.youtube.com/watch?v=tNxUxm3-658
326,"""I Am Not Okay""",Jelly Roll,Nostalgic,night,exercising,https://www.youtube.com/watch?v=Qop5XLgwkNc
327,"""Late at Night""",Roddy Ricch,Calm,night,commuting,https://www.youtube.com/watch?v=sJDRfZJFAk0
328,"""The Good Stuff""",Kenny Chesney,Romantic,morning,journaling,https://www.youtube.com/watch?v=lYQZJ9NUzYU
329,"""Cuff It""",Beyoncé,Melancholic,afternoon,journaling,https://www.youtube.com/watch?v=yrtWLyp5gLI
330,"""Sad!""",XXXTentacion,Nostalgic,morning,commuting,https://www.youtube.com/watch?v=pgN-vvVVxMA
331,"""Kiss Kiss""",Chris Brown featuring T-Pain,Joyful,afternoon,relaxing,https://www.youtube.com/watch?v=eNII9PDlFJ0
332,"""You Don't Know My Name""",Alicia Keys,Melancholic,morning,exercising,https://www.youtube.com/watch?v=_ST6ZRbhGiA
333,"""Say It""",Tory Lanez,Romantic,evening,reflecting,https://www.youtube.com/watch?v=xUq1rZ7mmns
334,"""I Try""",Macy Gray,Nostalgic,night,cooking,https://www.youtube.com/watch?v=WEQ0l_m3Xm0
335,"""Life Is Good""",Future featuring Drake,Melancholic,morning,date,https://www.youtube.com/watch?v=l0U7SxXHkPY
336,"""Yes!""",Chad Brock,Cathartic,night,cooking,https://www.youtube.com/watch?v=Sc9LcsNDly0
337,"""Panda""",Desiigner,Cathartic,night,cooking,https://www.youtube.com/watch?v=E5ONTXHS2mM
338,"""Back Here""",BBMak,Empowering,morning,commuting,https://www.youtube.com/watch?v=CbGegNlgJdE
339,"""Sexy Can I""",Ray J featuring Yung Berg,Romantic,afternoon,reflecting,https://www.youtube.com/watch?v=YeVOnHce37Y
340,"""Fireflies""",Owl City,Melancholic,evening,date,https://www.youtube.com/watch?v=psuRGfAaju4
341,"""Boulevard of Broken Dreams""",Green Day,Romantic,evening,date,https://www.youtube.com/watch?v=Soa3gO7tL-c
342,"""Perfect""",Ed Sheeran,Romantic,afternoon,reflecting,https://www.youtube.com/watch?v=2Vv-BfVoq4g
343,"""No More (Baby I'ma Do Right)""",3LW,Cathartic,morning,cooking,https://www.youtube.com/watch?v=drvS9w-lTMc
344,"""Complicated""",Avril Lavigne,Comforting,morning,exercising,https://www.youtube.com/watch?v=5NPBIwQyPWE
345,"""Kill Bill""",SZA,Empowering,afternoon,relaxing,https://www.youtube.com/watch?v=MSRcC626prw
346,"""Superstar""",Lupe Fiasco featuring Matthew Santos,Calm,afternoon,commuting,https://www.youtube.com/watch?v=hVkBlsgthLg
347,"""Peaches""",Justin Bieber featuring Daniel Caesar and Giveon,Joyful,night,exercising,https://www.youtube.com/watch?v=tQ0yjYUFKAE
348,"""Love Lies""",Khalid and Normani,Romantic,evening,date,https://www.youtube.com/watch?v=xYtsL9znopI
349,"""Drift Away""",Uncle Kracker featuring Dobie Gray,Romantic,morning,reflecting,https://www.youtube.com/watch?v=A69BertdSt4
350,"""Second Chance""",Shinedown,Joyful,night,journaling,https://www.youtube.com/watch?v=WbsDPbr8qoM
351,"""Fall in Love""",Bailey Zimmerman,Nostalgic,morning,reflecting,https://www.youtube.com/watch?v=d1yKrnPHAmo
352,"""Act II: Date @ 8""",4Batz and Drake,Comforting,night,journaling,https://www.youtube.com/watch?v=bwb8oA6JBDc
353,"""Hemorrhage (In My Hands)""",Fuel,Empowering,morning,relaxing,https://www.youtube.com/watch?v=ZbHfgXJKn1Y
354,"""Down in the DM""",Yo Gotti featuring Nicki Minaj,Empowering,morning,date,https://www.youtube.com/watch?v=ZhmwLl0-yFE
355,"""Pillowtalk""",Zayn,Cathartic,morning,reflecting,https://www.youtube.com/watch?v=C_3d6GntKbk
356,"""Sign of the Times""",Harry Styles,Calm,morning,journaling,https://www.youtube.com/watch?v=qN4ooNx77u0
357,"""Whenever, Wherever""",Shakira,Joyful,afternoon,cooking,https://www.youtube.com/watch?v=weRHyjj34ZE
358,"""Dance, Dance""",Fall Out Boy,Joyful,evening,commuting,https://www.youtube.com/watch?v=C6MOKXm8x50
359,"""First Person Shooter""",Drake featuring J. Cole,Joyful,evening,relaxing,https://www.youtube.com/watch?v=Xty2gi5cMa8
360,"""My Front Porch Looking In""",Lonestar,Excited,afternoon,reflecting,https://www.youtube.com/watch?v=qBZ2XB7WOT0
361,"""Sweetest Pie""",Megan Thee Stallion and Dua Lipa,Nostalgic,night,date,https://www.youtube.com/watch?v=K7JrX7PHGBE
362,"""Roxanne""",Arizona Zervas,Nostalgic,evening,commuting,https://www.youtube.com/watch?v=16YnOUnbE6s
363,"""Changes""",XXXTentacion,Cathartic,morning,journaling,https://www.youtube.com/watch?v=f0bbDFRYD_A
364,"""Jimmy Cooks""",Drake featuring 21 Savage,Cathartic,afternoon,reflecting,https://www.youtube.com/watch?v=V7UgPHjN9qE
365,"""Dark Horse""",Katy Perry featuring Juicy J,Empowering,night,exercising,https://www.youtube.com/watch?v=0KSOMA3QBU0
366,"""Big Pimpin'""",Jay-Z featuring UGK,Excited,evening,date,https://www.youtube.com/watch?v=Cgoqrgc_0cM
367,"""Tonight (I'm Lovin' You)""",Enrique Iglesias featuring Ludacris and DJ Frank E,Nostalgic,afternoon,date,https://www.youtube.com/watch?v=Jx2yQejrrUE
368,"""She's All I Wanna Be""",Tate McRae,Cathartic,morning,exercising,https://www.youtube.com/watch?v=uS_y_65CcpA
369,"""White Iverson""",Post Malone,Empowering,night,reflecting,https://www.youtube.com/watch?v=SLsTskih7_I
370,"""That's the Way""",Jo Dee Messina,Calm,evening,commuting,https://www.youtube.com/watch?v=EFMjdY4A83g
371,"""Mood""",24kGoldn featuring Iann Dior,Nostalgic,afternoon,date,https://www.youtube.com/watch?v=GrAchTdepsU
372,"""It's Over Now""",112,Cathartic,afternoon,commuting,https://www.youtube.com/watch?v=IihCzGUEPbs
373,"""Waiting on the World to Change""",John Mayer,Joyful,evening,journaling,https://www.youtube.com/watch?v=oBIxScJ5rlY
374,"""Way 2 Sexy""",Drake featuring Future and Young Thug,Empowering,morning,reflecting,https://www.youtube.com/watch?v=vX9msKu75qs
375,"""Slow Hands""",Niall Horan,Romantic,morning,commuting,https://www.youtube.com/watch?v=nBmNcLBaPUE
376,"""If the World Was Ending""",JP Saxe featuring Julia Michaels,Romantic,evening,relaxing,https://www.youtube.com/watch?v=1jO2wSpAoxA
377,"""Let It Rock""",Kevin Rudolf featuring Lil Wayne,Mysterious,evening,journaling,https://www.youtube.com/watch?v=u0n4eMGXAyk
378,"""Loyal""",Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga,Calm,afternoon,cooking,https://www.youtube.com/watch?v=JXRN_LkCa_o
379,"""Carry Out""",Timbaland featuring Justin Timberlake,Calm,morning,journaling,https://www.youtube.com/watch?v=NRdHsuuXxfk
380,"""Stay with Me""",Sam Smith,Excited,afternoon,relaxing,https://www.youtube.com/watch?v=pB-5XG-DbAA
381,"""Love Never Felt So Good""",Michael Jackson and Justin Timberlake,Excited,night,commuting,https://www.youtube.com/watch?v=oG08ukJPtR8
382,"""She Wolf""",Shakira,Melancholic,evening,relaxing,https://www.youtube.com/watch?v=booKP974B0k
383,"""Let's Get Married""",Jagged Edge,Excited,evening,relaxing,https://www.youtube.com/watch?v=Mo1HaVN1Pt0
384,"""Woah""",Lil Baby,Mysterious,night,reflecting,https://www.youtube.com/watch?v=nUEqPtVGIpE
385,"""Lose My Breath""",Destiny's Child,Nostalgic,afternoon,exercising,https://www.youtube.com/watch?v=AqeIiF0DlTg
386,"""Super Bass""",Nicki Minaj,Empowering,night,commuting,https://www.youtube.com/watch?v=4JipHEz53sU
387,"""U and Dat""",E-40 featuring T-Pain and Kandi Girl,Excited,morning,reflecting,https://www.youtube.com/watch?v=m-fL-vdcBWo
388,"""From the Bottom of My Broken Heart""",Britney Spears,Comforting,afternoon,reflecting,https://www.youtube.com/watch?v=fHPnGqXXUmI
389,"""Lunch""",Billie Eilish,Romantic,evening,exercising,https://www.youtube.com/watch?v=MB3VkzPdgLA
390,"""I Fall Apart""",Post Malone,Nostalgic,afternoon,cooking,https://www.youtube.com/watch?v=nqfVoTMEosw
391,"""I'm 'n Luv (wit a Stripper)""",T-Pain featuring Mike Jones,Romantic,evening,cooking,https://www.youtube.com/watch?v=QjgZZGo881E
392,"""LoveStoned""",Justin Timberlake,Comforting,evening,date,https://www.youtube.com/watch?v=QUuKvHHt8Sk
393,"""Daughters""",John Mayer,Excited,afternoon,journaling,https://www.youtube.com/watch?v=rZLbUIa7exE
394,"""Whatever It Takes""",Imagine Dragons,Comforting,evening,commuting,https://www.youtube.com/watch?v=gOsM-DYAEhY
395,"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,Romantic,morning,relaxing,https://www.youtube.com/watch?v=r7qovpFAGrQ
396,"""Laffy Taffy""",D4L,Cathartic,evening,journaling,https://www.youtube.com/watch?v=3NXBgSCSrIk
397,"""Lean Back""",Terror Squad featuring Fat Joe and Remy Ma,Comforting,night,reflecting,https://www.youtube.com/watch?v=ajmI1P3r1w4
398,"""Pop Champagne""",Jim Jones featuring Ron Browz and Juelz Santana,Romantic,evening,commuting,https://www.youtube.com/watch?v=T_iedQ2JvX4
399,"""Show Me the Meaning of Being Lonely""",Backstreet Boys,Mysterious,afternoon,exercising,https://www.youtube.com/watch?v=aBt8fN7mJNg
400,"""Dial Drunk""",Noah Kahan and Post Malone,Empowering,afternoon,commuting,https://www.youtube.com/watch?v=tGVRsIDNuKU
401,"""Close to Me""",Ellie Goulding and Diplo featuring Swae Lee,Romantic,morning,cooking,https://www.youtube.com/watch?v=ajN57m_OSpY
402,"""Look at Me!""",XXXTentacion,Calm,night,exercising,https://www.youtube.com/watch?v=wJGcwEv7838
403,"""A Bay Bay""",Hurricane Chris,Cathartic,evening,relaxing,https://www.youtube.com/watch?v=oe9qb5yPQgA
404,"""Chicken Fried""",Zac Brown Band,Excited,afternoon,exercising,https://www.youtube.com/watch?v=e4ujS1er1r0
405,"""With You""",Chris Brown,Romantic,evening,cooking,https://www.youtube.com/watch?v=nmjdaBaZe8Y
406,"""Outside Today""",YoungBoy Never Broke Again,Comforting,night,journaling,https://www.youtube.com/watch?v=74hZN9i2eEA
407,"""Stay""",The Kid Laroi and Justin Bieber,Joyful,afternoon,exercising,https://www.youtube.com/watch?v=kTJczUoc26U
408,"""Roses (Imanbek remix)""",Saint Jhn,Mysterious,evening,reflecting,https://www.youtube.com/watch?v=2zToEPpFEN8
409,"""Kiss Me More""",Doja Cat featuring SZA,Romantic,night,journaling,https://www.youtube.com/watch?v=0EVVKs6DQLo
410,"""Dude""",Beenie Man featuring Ms. Thing,Romantic,night,date,https://www.youtube.com/watch?v=6WX4Ugjh7dE
411,"""Ballin'""",Mustard and Roddy Ricch,Comforting,evening,reflecting,https://www.youtube.com/watch?v=YS0h2-hy9rw
412,"""Thoia Thoing""",R. Kelly,Comforting,morning,commuting,https://www.youtube.com/watch?v=V4CUe5CKfwU
413,"""Thank God I Found You""",Mariah Carey featuring Joe and 98 Degrees,Melancholic,evening,relaxing,https://www.youtube.com/watch?v=7KVxjQUCyn0
414,"""This Is Why I'm Hot""",Mims,Calm,evening,cooking,https://www.youtube.com/watch?v=TwyE3WJ4AWo
415,"""Gold Digger""",Kanye West featuring Jamie Foxx,Empowering,afternoon,reflecting,https://www.youtube.com/watch?v=6vwNcNOTVzY
416,"""My Baby""",Lil' Romeo,Melancholic,morning,journaling,https://www.youtube.com/watch?v=eKdBNCOJd78
417,"""I Know What You Want""",Busta Rhymes and Mariah Carey featuring Flipmode Squad,Joyful,night,cooking,https://www.youtube.com/watch?v=WDaNJW_jEBo
418,"""Moscow Mule""",Bad Bunny,Joyful,afternoon,date,https://www.youtube.com/watch?v=p38WgakuYDo
419,"""All of the Lights""",Kanye West,Cathartic,evening,commuting,https://www.youtube.com/watch?v=HAfFfqiYLp0
420,"""Angel""",Amanda Perez,Nostalgic,evening,relaxing,https://www.youtube.com/watch?v=uODHVuxG_xw
421,"""24/7""",Kevon Edmonds,Comforting,night,cooking,https://www.youtube.com/watch?v=s_rYiknI5q8
422,"""Hey Daddy (Daddy's Home)""",Usher featuring Plies,Melancholic,night,cooking,https://www.youtube.com/watch?v=pD8mxge6kek
423,"""Pray for Me""",The Weeknd and Kendrick Lamar,Empowering,afternoon,commuting,https://www.youtube.com/watch?v=XR7Ev14vUh8
424,"""Bleeding Love""",Leona Lewis,Joyful,evening,cooking,https://www.youtube.com/watch?v=Vzo-EL_62fQ
425,"""Behind These Hazel Eyes""",Kelly Clarkson,Nostalgic,afternoon,exercising,https://www.youtube.com/watch?v=yipoOY56MbM
426,"""Pump It""",The Black Eyed Peas,Melancholic,afternoon,cooking,https://www.youtube.com/watch?v=ZaI2IlHwmgQ
427,"""Sweet but Psycho""",Ava Max,Nostalgic,night,date,https://www.youtube.com/watch?v=WXBHCQYxwr0
428,"""Beautiful Liar""",Beyoncé and Shakira,Cathartic,morning,cooking,https://www.youtube.com/watch?v=QrOe2h9RtWI
429,"""Best I Ever Had""",Drake,Melancholic,night,commuting,https://www.youtube.com/watch?v=Zfp3KfYH0xA
430,"""Wait (The Whisper Song)""",Ying Yang Twins,Joyful,night,date,https://www.youtube.com/watch?v=HAnXIIv5He8
431,"""She Hates Me""",Puddle of Mudd,Melancholic,afternoon,reflecting,https://www.youtube.com/watch?v=BYE4CVhVkhw
432,"""My Chick Bad""",Ludacris featuring Nicki Minaj,Calm,evening,journaling,https://www.youtube.com/watch?v=JqHliQijgvA
433,"""Sing""",Ed Sheeran,Nostalgic,afternoon,exercising,https://www.youtube.com/watch?v=tlYcUqEPN58
434,"""I Don't Care""",Ed Sheeran and Justin Bieber,Melancholic,afternoon,reflecting,https://www.youtube.com/watch?v=y83x7MgzWOA
435,"""You Shouldn't Kiss Me Like This""",Toby Keith,Empowering,morning,relaxing,https://www.youtube.com/watch?v=zwV2VM54CYA
436,"""Who Knew""",Pink,Nostalgic,morning,journaling,https://www.youtube.com/watch?v=NJWIbIe0N90
437,"""Girls Like You""",Maroon 5 featuring Cardi B,Romantic,afternoon,date,https://www.youtube.com/watch?v=aJOTlE1K90k
438,"""Take Your Time""",Sam Hunt,Melancholic,morning,relaxing,https://www.youtube.com/watch?v=iXi6IHFHeIA
439,"""CoCo""",O.T. Genasis,Cathartic,morning,commuting,https://www.youtube.com/watch?v=6vYnas6q3Sg
440,"""21 Questions""",50 Cent featuring Nate Dogg,Empowering,afternoon,commuting,https://www.youtube.com/watch?v=cDMhlvbOFaM
441,"""Stressed Out""",Twenty One Pilots,Calm,afternoon,exercising,https://www.youtube.com/watch?v=pXRviuL6vMY
442,"""FukUMean""",Gunna,Calm,evening,reflecting,https://www.youtube.com/watch?v=V6ZsXKE8QmQ
443,"""One Dance""",Drake featuring Wizkid and Kyla,Joyful,morning,cooking,https://www.youtube.com/watch?v=ki0Ocze98U8
